Video Name,Channel Name,Comment Id,User Name,Comment,Date,Likes,Category Comment
OneRepublic - Counting Stars (Official Music Video),OneRepublicVEVO,UgyOR51bpv6F2LXOvht4AaABAg,Stranac Stranac,I only hope one day Imagine Dragons and OneRepublic make 1 song together,2020-09-06T14:53:05Z,12,positive
OneRepublic - Counting Stars (Official Music Video),OneRepublicVEVO,UgwtCYFf7QbPyzc4pbh4AaABAg,1 K SUBS WITHOUT VIDEOS,Just like here if you are here everyday or more than one time.,2020-09-08T09:49:32Z,2,neutral
OneRepublic - Counting Stars (Official Music Video),OneRepublicVEVO,UgxmrI-VO80DzVg5hTN4AaABAg,Plastical,All these dislikes are from the people that can't see the stars.,2020-09-05T09:49:30Z,103,negative
OneRepublic - Counting Stars (Official Music Video),OneRepublicVEVO,Ugwr0jLcXpuB_OarNlV4AaABAg,Ghostly Cobra,Who else Remembers hearing this on the radio while driving a car as a kid?,2020-09-05T08:40:59Z,85,neutral
OneRepublic - Counting Stars (Official Music Video),OneRepublicVEVO,UgwQIpx4gC90Dz6wkdB4AaABAg,Deakin04,The fact that this comment section is 7 years old and still active is lit,2020-07-09T02:25:54Z,9344,neutral
OneRepublic - Counting Stars (Official Music Video),OneRepublicVEVO,Ugy63Ybvt3nOGaO40Oh4AaABAg,25K Subs Without Any Videos Challenge,who else is listening to old songs randomly?,2020-09-08T08:06:51Z,2,neutral
OneRepublic - Counting Stars (Official Music Video),OneRepublicVEVO,UgzXAYRhOjG8Z6fZ6sx4AaABAg,25K Subs Without Any Videos Challenge,who else is listening to old songs randomly?,2020-09-08T08:06:45Z,2,neutral
OneRepublic - Counting Stars (Official Music Video),OneRepublicVEVO,Ugz8cCElwtzoJ8K95Ld4AaABAg,VaultzxBx Bay,"7 years and your stil here listening, legend",2020-09-08T08:22:12Z,2,positive
OneRepublic - Counting Stars (Official Music Video),OneRepublicVEVO,UgwlYIKabLZbBwBFjyJ4AaABAg,Junior Moreira,Bruh imagine dragons and oneRepublic should make an epic song together,2020-09-05T22:10:48Z,72,positive
OneRepublic - Counting Stars (Official Music Video),OneRepublicVEVO,UgzgxvAIAFzV0TrfYNp4AaABAg,Aurellius Bhat,No you are not the only one who's watching this in 2020.,2020-03-17T06:23:53Z,3437,positive
OneRepublic - Counting Stars (Official Music Video),OneRepublicVEVO,UgwUKUrxwjlInFf1eKd4AaABAg,XxiiCloudyTwinsXxii,The fact that almost half of the living people in the world have viewed this is amazing,2020-09-07T21:23:40Z,0,positive
OneRepublic - Counting Stars (Official Music Video),OneRepublicVEVO,UgwACBQ0sgvXiWNfb6t4AaABAg,Ana Maria Lopes,This song is 7 years old but I see comments from 5 minutes ago... this song is truly legendary,2020-09-08T06:57:51Z,3,positive
OneRepublic - Counting Stars (Official Music Video),OneRepublicVEVO,UgzCcWMaJc8qpqaeTHB4AaABAg,Ezekiel Vior,this song is forever legendary.,2020-09-07T06:34:13Z,2,positive
OneRepublic - Counting Stars (Official Music Video),OneRepublicVEVO,UgwT6Y7KO9m4AeoBWJ94AaABAg,Usman Turaki,"don't worry, you're not the only one hearing this masterpiece in 2020",2020-08-06T03:30:15Z,958,positive
OneRepublic - Counting Stars (Official Music Video),OneRepublicVEVO,Ugw_y3XnHAblBnsFqEp4AaABAg,Andhika Zanuar,music for the spirit in the morning. anyone agree?,2018-03-22T18:08:26Z,1386,positive
OneRepublic - Counting Stars (Official Music Video),OneRepublicVEVO,Ugw9QpD8Iup5gFFv5j14AaABAg,Just some guy with a spectacle,"I am feeling lucky and dreaming about the things we could be, So I am listening to this song!",2020-09-08T08:52:37Z,1,positive
OneRepublic - Counting Stars (Official Music Video),OneRepublicVEVO,UgyyjyGcraWV3Pk3A4x4AaABAg,Mack Philens Estiverne,If you still listening to this you're a legend,2020-09-07T23:34:25Z,1,positive
OneRepublic - Counting Stars (Official Music Video),OneRepublicVEVO,Ugx2cdXQ1mMSzeleaap4AaABAg,Good Person,Who else came back and saw 3 billions views and were schocked!,2020-09-08T06:51:49Z,1,positive
OneRepublic - Counting Stars (Official Music Video),OneRepublicVEVO,Ugxso1kIzQM08Hs1CwJ4AaABAg,xoAbdulxo,I've not listened to this song in 7 years & I still remember the lyrics,2020-09-07T17:23:43Z,0,positive
OneRepublic - Counting Stars (Official Music Video),OneRepublicVEVO,UgwJMo7m4yqGMU-bp2x4AaABAg,Dashiell Stein,let's just thank the heavens that Tik Tok wasn't around during this time.,2020-09-01T05:24:30Z,1556,positive
OneRepublic - Counting Stars (Official Music Video),OneRepublicVEVO,UgzWZk6dRNI8Yua09p14AaABAg,Mutawakil Abdussamad,7 years still speechless while listening to this song,2020-09-06T23:56:29Z,1,positive
OneRepublic - Counting Stars (Official Music Video),OneRepublicVEVO,Ugy3He5aAcNLhWM8fml4AaABAg,olea Christian,"Let's be honest, quarantine is bringing us back to legendary songs",2020-09-03T18:34:34Z,15,positive
OneRepublic - Counting Stars (Official Music Video),OneRepublicVEVO,UgwGNcPP_3Gk7ZuBCB94AaABAg,Badbanaan99,"My girlfriend said this song sucked, now she's single.",2020-07-22T11:58:02Z,2238,negative
OneRepublic - Counting Stars (Official Music Video),OneRepublicVEVO,UgzpLp3ZUYNUZIMPzgV4AaABAg,Lea Xirxes Logan,i might just make him aspie so i understand sitches,2020-09-08T12:42:37Z,1,neutral
OneRepublic - Counting Stars (Official Music Video),OneRepublicVEVO,UgzBL3Npv-1L2Rho9I54AaABAg,omar omar,Just imagine how many people's come here everyday.,2020-08-09T12:54:26Z,4623,positive
OneRepublic - Counting Stars (Official Music Video),OneRepublicVEVO,UgzLOnEmBgmEJD9ta554AaABAg,B_EATS,"This song made me so powerful, I threw a open napkin on my roof.",2020-09-07T17:05:29Z,1,positive
OneRepublic - Counting Stars (Official Music Video),OneRepublicVEVO,Ugynfp_ONHjgZAomrCB4AaABAg,This guy Ian Hornschemeier,7 years and still active is so cool hi future people,2020-09-04T01:17:13Z,45,positive
OneRepublic - Counting Stars (Official Music Video),OneRepublicVEVO,UgxPuoSU9ovHUf5OoSJ4AaABAg,Joshua Ulat,they aint counting stars they count there money,2020-09-08T04:25:16Z,1,positive
OneRepublic - Counting Stars (Official Music Video),OneRepublicVEVO,UgywNqL6D5MZMgNF_9l4AaABAg,Rokshana Parveen,"I've counted too many stars, now I'm an astronomer.",2020-09-06T02:08:45Z,47,positive
OneRepublic - Counting Stars (Official Music Video),OneRepublicVEVO,Ugy0OUJ3DMqc9IVSTOV4AaABAg,HaaW 84,we never stopped listening to this song.,2020-09-08T00:57:30Z,0,positive
OneRepublic - Counting Stars (Official Music Video),OneRepublicVEVO,UgyHMZsUzRQEF7gWMOV4AaABAg,Honestly give me 500 subscribers,Just imagine how many people come here everyday...,2020-09-03T06:12:37Z,88,neutral
OneRepublic - Counting Stars (Official Music Video),OneRepublicVEVO,Ugw00CezNuHpAlMYOAp4AaABAg,Saksham Srivastava,This comment section is no less than an actual calendar,2020-09-07T03:24:32Z,1,neutral
OneRepublic - Counting Stars (Official Music Video),OneRepublicVEVO,UgyoxeptB4OKng2xEop4AaABAg,PREETIBEN JASANI,This is one of the most ever green songs i ever heard. Couldnt believe it is 7 years old. Feels like yesterday!!,2020-09-06T19:05:36Z,1,positive
Taylor Swift - Shake It Off,TaylorSwiftVEVO,Ugz9IljHAI2UFhAslox4AaABAg,THE WOLF,"6 Years later, if you're watching this you're a legend",2020-08-13T23:29:56Z,22074,positive
Taylor Swift - Shake It Off,TaylorSwiftVEVO,UgxT4Xcrr-AJdeZPi9d4AaABAg,Emily&Nicole,I love this video because she seems like she's having so much fun and she didn't even plan the dances.,2019-11-23T22:18:51Z,31682,positive
Taylor Swift - Shake It Off,TaylorSwiftVEVO,UgxMV_o5nC0FY5LjF5V4AaABAg,edona bajrami,Who else started listening to old songs randomly???,2019-11-18T22:47:04Z,15949,neutral
Taylor Swift - Shake It Off,TaylorSwiftVEVO,UgzV6ROVCMsDcAoU1lp4AaABAg,Top Survival Cooking,I love this video because she seems like she's having so much fun and she didn't even plan the dances.,2020-08-29T03:33:45Z,285,positive
Taylor Swift - Shake It Off,TaylorSwiftVEVO,UgxlRR1NDvSSSbzvc314AaABAg,Richa Thankachan,I don't think Taylor swift realizes that she is TAYLOR SWIFT,2020-09-08T07:55:56Z,8,positive
Taylor Swift - Shake It Off,TaylorSwiftVEVO,UgwDrX1z5XIuPIX4fTR4AaABAg,Gaming Tube,Who just came back to watch this song randomly.,2019-11-18T20:43:28Z,21040,neutral
Taylor Swift - Shake It Off,TaylorSwiftVEVO,Ugz1a1jj6bR66wB3WaV4AaABAg,Klvn Kyl,"stop saying WHO ELSE HERE IN 2020, we never stop listening this masterpiece song you know",2020-09-07T16:02:58Z,21,positive
Taylor Swift - Shake It Off,TaylorSwiftVEVO,UgyGiGvpnhl4oAC-riR4AaABAg,Chancey Torres,YouTube is the closest thing we can ever get to a time machine.,2020-09-08T07:56:21Z,6,positive
Taylor Swift - Shake It Off,TaylorSwiftVEVO,Ugy7_ZVPdNzp9B2D2Jt4AaABAg,ッmoonmilk,This song is so popular the comments are literally still active...,2020-07-28T01:08:53Z,3934,positive
Taylor Swift - Shake It Off,TaylorSwiftVEVO,UgzRy2E_dAX8uv6Oct54AaABAg,VARUN BHATIA,"She summarized her whole teenage life, till and after becoming a star.",2020-09-06T17:53:22Z,8,positive
Taylor Swift - Shake It Off,TaylorSwiftVEVO,UgxDWV8WcvueDjE1y854AaABAg,PotatoChips32,The people who liked this comment is officially before 3B views.,2020-08-30T09:30:06Z,128,neutral
Taylor Swift - Shake It Off,TaylorSwiftVEVO,Ugz3fde4HPMVYih2KMR4AaABAg,Tyler459,I swear literally every person in the world knows this song lol,2019-11-19T00:57:34Z,2004,positive
Taylor Swift - Shake It Off,TaylorSwiftVEVO,Ugzq95Vb6hfUdy9HaJJ4AaABAg,Smaran Uppal,Anyone else listening while at home hiding from corona?,2020-03-18T13:39:03Z,33286,neutral
Taylor Swift - Shake It Off,TaylorSwiftVEVO,Ugx6IdFIj__GWeL67hR4AaABAg,Funland Cute,Let's see how many people are here in September 2020.,2020-09-05T13:12:54Z,37,neutral
Taylor Swift - Shake It Off,TaylorSwiftVEVO,Ughgn07EXs2xQ3gCoAEC,AwesomenessTV,"This is amazing on every level. Great video, great message, and just all around fun to watch! Get it, Taylor!",2014-08-18T23:01:23Z,6077,positive
Taylor Swift - Shake It Off,TaylorSwiftVEVO,Ugzml2HtrtmZunYOsyt4AaABAg,liz m,Did anyone else realize she had a snake necklace in one of the shots? She predicted the future of how she would shake off that drama lol,2020-08-28T18:21:53Z,64,positive
Taylor Swift - Shake It Off,TaylorSwiftVEVO,UgzXEFrv2cgW7Dhoktp4AaABAg,Miss RJ,And now some random 'Song writters' claimed that Taylor Swift stole the chorus of this song. Like seriously? After so many years? Duh!,2020-09-06T07:45:23Z,6,negative
Taylor Swift - Shake It Off,TaylorSwiftVEVO,UgxLXIHuLBUwMf-d5Dd4AaABAg,Blackpinkrosé,Can't believe it's 6 years ago seems like yesterday,2020-09-07T14:05:29Z,3,positive
Taylor Swift - Shake It Off,TaylorSwiftVEVO,UgxgQ9M7m2iiHtnIXPx4AaABAg,Jo L,"This song is the best anti depressant ever , always gets me dancing around my room, even at 40 yrs old! Lyrics are perfect too gotta love Taylor",2020-09-07T07:44:59Z,4,positive
Taylor Swift - Shake It Off,TaylorSwiftVEVO,UgzOuWqRwhOgM5KOurB4AaABAg,The One,Lets make this the 11th song to reach 3 billion views. Go swifties,2020-09-07T02:33:07Z,7,positive
Taylor Swift - Shake It Off,TaylorSwiftVEVO,UgzZ0X5pLKDERcRW9TZ4AaABAg,Legendary Gamer,Every music when having a performance in the Philippines be like.,2020-09-07T01:45:54Z,1,positive
Taylor Swift - Shake It Off,TaylorSwiftVEVO,Ugx7uxXcGdy9egxZum14AaABAg,Infinite Oceans,did you notice this song tells us a message to shake our fears,2020-09-07T14:04:27Z,2,positive
Taylor Swift - Shake It Off,TaylorSwiftVEVO,UgywtWimiFSoLXvv7L14AaABAg,Jayce Zucc,Who is here after watching Taylor performance on AMAS . She deserve to be a Artist of the decade.,2019-11-26T11:48:51Z,761,positive
Taylor Swift - Shake It Off,TaylorSwiftVEVO,Ugy2WLMDyeqXSbv0R7Z4AaABAg,ana yan,6 years of this song making every body's suffering more tolerable,2020-09-01T16:29:59Z,37,positive
Taylor Swift - Shake It Off,TaylorSwiftVEVO,Ugy1Kgm1nmtgvEIp2oJ4AaABAg,Lee Wood,Yes. Even people of my age love Taylor Swift's music. She proves there are still some great songs around.,2019-11-26T16:56:01Z,94,positive
Taylor Swift - Shake It Off,TaylorSwiftVEVO,Ugyy5b7Z0WNFg3rQxAF4AaABAg,Sora123 Aqua,I will return in a year. Leave a like so I remember.,2019-11-11T15:52:46Z,292,positive
Taylor Swift - Shake It Off,TaylorSwiftVEVO,Ugw5NbntCpzhHKgU7YR4AaABAg,Vanny The Killer,She's In Her Own World Now. She's Just Having The Time Of Her Life,2020-08-31T03:24:52Z,21,positive
Taylor Swift - Shake It Off,TaylorSwiftVEVO,UgztWbZ6J2Nz7Bjh1rd4AaABAg,Claire Martin,So basically Quarantine has brought us to these legendary songs.,2020-06-14T12:48:34Z,4393,positive
Taylor Swift - Shake It Off,TaylorSwiftVEVO,UgydqZ_ssUSslGsp2Dl4AaABAg,Help Me Reach 10K Subs Before The Vaccine's Launch,the people who liked this comment is officially before 3B,2020-09-05T14:39:58Z,14,neutral
Taylor Swift - Shake It Off,TaylorSwiftVEVO,UgwcPToLYBLMRlIXp6N4AaABAg,NotSo,Who came here during Taylor's performance in AMA award's,2019-11-25T03:08:18Z,218,positive
Taylor Swift - Shake It Off,TaylorSwiftVEVO,UgyDcQW-inLNSkyvIeN4AaABAg,Jhon Ladie Nuñez,watching this after an online class is so rejuvenating,2020-09-07T07:00:46Z,1,positive
Taylor Swift - Shake It Off,TaylorSwiftVEVO,UgxBQOs__0uPDsIbK_l4AaABAg,H'erman,Who else is shaking 2020 off with this song too?,2020-08-28T23:48:22Z,33,positive
Taylor Swift - Shake It Off,TaylorSwiftVEVO,UgyeqCpdzuCLgOo1Q6d4AaABAg,10K Subscribers Without Videos Challenge,"6 Years later, if you're watching this you're a legend.",2020-09-01T12:27:00Z,20,positive
Taylor Swift - Shake It Off,TaylorSwiftVEVO,UgzfXUN5MkZU8LxBNk54AaABAg,Sofía,The song has a very common letter but the rythm is so catchy,2020-09-06T15:15:22Z,3,positive
Taylor Swift - Shake It Off,TaylorSwiftVEVO,UgxSXzoNPp6Jj_Zq9ZJ4AaABAg,2good 2btru prod,"5 years later, and the white slit is still in the top left hand corner.",2019-11-13T16:51:30Z,141,positive
Taylor Swift - Shake It Off,TaylorSwiftVEVO,UggvdW9MKuU9HngCoAEC,Niki and Sammy,This is such a fun video!,2014-08-18T22:28:21Z,964,positive
Taylor Swift - Shake It Off,TaylorSwiftVEVO,UgxVbjKDyFSQBQoPv9J4AaABAg,Konneram,she looks like she could be a reading teacher when she ages,2020-08-30T01:48:32Z,23,positive
Taylor Swift - Shake It Off,TaylorSwiftVEVO,Ugxf9NtTnQnzIetgTGJ4AaABAg,Cat Loving Artist,"This is an old song that is trending... SERIOSLY, ALMOST 3 BILLION VIEWS AND MILLIONS OF LIKES!",2020-09-08T06:20:27Z,0,positive
Taylor Swift - Shake It Off,TaylorSwiftVEVO,Ugz9H-8StCI9v1Drqlt4AaABAg,1SUBSCRIBER 2 VIDEOS,i come back here to see how many people comes here daily..,2020-09-09T01:50:16Z,1,neutral
Taylor Swift - Shake It Off,TaylorSwiftVEVO,UgycN1MT3vP6L8GZg4Z4AaABAg,Abhidaan Lama,This is literally the best song ever very proud of Taylor,2019-11-12T11:32:32Z,162,positive
"Enrique Iglesias - Bailando ft. Descemer Bueno, Gente De Zona (Español)",EnriqueIglesiasVEVO,UgzizRNqveKVRl8s8sV4AaABAg,Arie Pratama,"I'm gonna tell my kids, this is better than Despacito",2020-01-15T11:09:29Z,13518,positive
"Enrique Iglesias - Bailando ft. Descemer Bueno, Gente De Zona (Español)",EnriqueIglesiasVEVO,Ugx6UsSSrhN5-VeXV_l4AaABAg,25K Subs Without Any Videos Challenge,Just imagine how many people's come here everyday.,2020-09-08T14:53:27Z,0,positive
"Enrique Iglesias - Bailando ft. Descemer Bueno, Gente De Zona (Español)",EnriqueIglesiasVEVO,Ugx9w1L-Yrma4nXZxRR4AaABAg,Kindly Help Me to Reach 1000 Subscribers,Everyone who liked this comment was officially here before 3 Billion..,2020-09-01T15:52:10Z,179,positive
"Enrique Iglesias - Bailando ft. Descemer Bueno, Gente De Zona (Español)",EnriqueIglesiasVEVO,UgyDZUOpiddJYmd58_x4AaABAg,Joeri,"If you're here in 2020, it means you have a good musical taste.",2020-06-14T18:25:32Z,12436,positive
"Enrique Iglesias - Bailando ft. Descemer Bueno, Gente De Zona (Español)",EnriqueIglesiasVEVO,UgxgUsA2PQDaqSHYnW14AaABAg,DOGMA 211,"To everyone who reads this, I wish your mother a long life",2020-08-29T20:06:35Z,99,positive
"Enrique Iglesias - Bailando ft. Descemer Bueno, Gente De Zona (Español)",EnriqueIglesiasVEVO,Ugxy9AeejIopLvcQhcF4AaABAg,Sonu Rensone,I don't know spanish but I still listen to spanish song because every spanish songs are amazing and it's sounds are unique and just amazing.,2020-08-24T15:47:00Z,62,positive
"Enrique Iglesias - Bailando ft. Descemer Bueno, Gente De Zona (Español)",EnriqueIglesiasVEVO,UgwnPjVJpehFvzVps-94AaABAg,John Michael,This song will never get old for me.,2020-09-07T10:12:16Z,2,positive
"Enrique Iglesias - Bailando ft. Descemer Bueno, Gente De Zona (Español)",EnriqueIglesiasVEVO,UgzhO_ziKdYjiFZvUlV4AaABAg,Anushka Kunwar,I dont understand a single word but still listening to this,2020-08-22T07:00:36Z,85,positive
"Enrique Iglesias - Bailando ft. Descemer Bueno, Gente De Zona (Español)",EnriqueIglesiasVEVO,UgzWJ8gDJSkKKximZQB4AaABAg,Oliver 542,"Not gonna lie, when i think back to these times i only have memories of the best songs made.",2020-08-21T20:46:27Z,113,positive
"Enrique Iglesias - Bailando ft. Descemer Bueno, Gente De Zona (Español)",EnriqueIglesiasVEVO,Ugyu87bRPct5TUnvTwl4AaABAg,Laya,The sexiest voice in the world is voice of Enrique. ..,2020-08-21T18:31:16Z,69,positive
"Enrique Iglesias - Bailando ft. Descemer Bueno, Gente De Zona (Español)",EnriqueIglesiasVEVO,UgyK6fKaqVKBHnNghMt4AaABAg,recep durdu,The man with a low voice is a mesut commissioner,2020-09-08T07:56:51Z,1,positive
"Enrique Iglesias - Bailando ft. Descemer Bueno, Gente De Zona (Español)",EnriqueIglesiasVEVO,UgxZipHtKc_sV2CMWOl4AaABAg,can we reach 10k subscribers without any video,Just imagine how many people's come here everyday,2020-08-22T14:57:47Z,57,positive
"Enrique Iglesias - Bailando ft. Descemer Bueno, Gente De Zona (Español)",EnriqueIglesiasVEVO,UgxOcFg6Imh1WP5w05R4AaABAg,bridge4,its been way too long since i've listened to this brilliant song!,2017-09-11T12:24:16Z,959,positive
"Enrique Iglesias - Bailando ft. Descemer Bueno, Gente De Zona (Español)",EnriqueIglesiasVEVO,UgyP9RU3dRmrWRU0C-p4AaABAg,Sandra Ochoa,i pray who ever reads this becomes successful,2020-09-02T17:47:04Z,2,positive
"Enrique Iglesias - Bailando ft. Descemer Bueno, Gente De Zona (Español)",EnriqueIglesiasVEVO,UgxLn_xU0sj_xs7HVpx4AaABAg,Reyfer Hugo Paniagua Ramos,I liked the song this goodness..,2020-09-04T15:30:07Z,4,positive
"Enrique Iglesias - Bailando ft. Descemer Bueno, Gente De Zona (Español)",EnriqueIglesiasVEVO,Ugy6avaaSwudhweQWex4AaABAg,Not rook,"im here for a school assignment, good music",2020-09-07T01:20:38Z,1,positive
"Enrique Iglesias - Bailando ft. Descemer Bueno, Gente De Zona (Español)",EnriqueIglesiasVEVO,UgwibKaTSRnu4x7Zxxt4AaABAg,The Legends World,Enrique Iglesias you beauty every viewer love you,2020-09-03T10:29:30Z,5,positive
"Enrique Iglesias - Bailando ft. Descemer Bueno, Gente De Zona (Español)",EnriqueIglesiasVEVO,UgzGze4DRvYNKalF7K14AaABAg,1 Video With 10K Subscribers,Me looks this song looks like a despactio's brother,2020-09-06T20:18:20Z,0,positive
"Enrique Iglesias - Bailando ft. Descemer Bueno, Gente De Zona (Español)",EnriqueIglesiasVEVO,UgyRVwnuE7Ys_Mm9eOB4AaABAg,TheMaster,Listened full without understanding a word. That's how good it is.,2020-05-16T13:43:20Z,2551,positive
"Enrique Iglesias - Bailando ft. Descemer Bueno, Gente De Zona (Español)",EnriqueIglesiasVEVO,Ugzlz1CaJlXS9v0Dw7J4AaABAg,Michel Araujo,"Imagine, how many people are watching, before reaching 3 billion.",2020-09-01T02:04:28Z,40,neutral
"Enrique Iglesias - Bailando ft. Descemer Bueno, Gente De Zona (Español)",EnriqueIglesiasVEVO,Ugy_lN9s3GwOIC5ZfiF4AaABAg,1SUBSCRIBER 2 VIDEOS,THIS SONG BETTER THAN DISPACITO,2020-09-07T16:53:20Z,1,positive
"Enrique Iglesias - Bailando ft. Descemer Bueno, Gente De Zona (Español)",EnriqueIglesiasVEVO,UgxP54nHBzs2JG1hW4h4AaABAg,Amity Blight,"Don't lie to me this wasn't in your recommend, you searched for it.",2020-02-13T04:32:33Z,4503,neutral
"Enrique Iglesias - Bailando ft. Descemer Bueno, Gente De Zona (Español)",EnriqueIglesiasVEVO,Ugz1LyKSNuDJuqYm0v14AaABAg,Sang Netizen Agung Yang Maha Benar,I prefer this version than the dj.,2020-09-04T04:05:32Z,2,positive
"Enrique Iglesias - Bailando ft. Descemer Bueno, Gente De Zona (Español)",EnriqueIglesiasVEVO,UggE9GQxCfBOEXgCoAEC,Chantale,Okay I NEED to learn Spanish,2017-06-05T01:40:33Z,13713,positive
"Enrique Iglesias - Bailando ft. Descemer Bueno, Gente De Zona (Español)",EnriqueIglesiasVEVO,UgzwgUMt361JPomMn854AaABAg,RahuL Pal,Even though I don't understand a single word but still I can tell you that I can listen this song for whole day.,2020-08-25T17:35:22Z,20,positive
"Enrique Iglesias - Bailando ft. Descemer Bueno, Gente De Zona (Español)",EnriqueIglesiasVEVO,Ugxa8n3tK8-3WmWUJrd4AaABAg,RAZOR_50 CAL,I heard this in lanzorate and loved it ever since comment if you are the same,2020-08-19T21:05:21Z,3,positive
Major Lazer &amp; DJ Snake - Lean On (feat. MØ) (Official Music Video),Major Lazer Official,Ugx2f84vqDgXehKtg2B4AaABAg,Raze Khikaku,"5 Years ago, after school, summer, listening to this. no worries, no pressure, no certain viruses outside. just enjoying the song",2020-07-14T12:03:03Z,20830,positive
Major Lazer &amp; DJ Snake - Lean On (feat. MØ) (Official Music Video),Major Lazer Official,UgwNgY-huaG_r3H02jZ4AaABAg,Pratz,"5 years later, if you're watching this you're a legend.",2020-09-05T07:28:38Z,339,positive
Major Lazer &amp; DJ Snake - Lean On (feat. MØ) (Official Music Video),Major Lazer Official,Ugwuj_Mpk3TVf_4M5u14AaABAg,Kindly help me to reach 50K subscribers with videos,"5 years later, if you're watching this, you're a legend.",2020-09-06T12:08:47Z,34,positive
Major Lazer &amp; DJ Snake - Lean On (feat. MØ) (Official Music Video),Major Lazer Official,Ugwz9zh7o5eWmZaObGJ4AaABAg,Ulak Thomas,Legends say that her legs are still wide open,2020-08-28T13:57:16Z,44,neutral
Major Lazer &amp; DJ Snake - Lean On (feat. MØ) (Official Music Video),Major Lazer Official,UgiNrTtk_MtwdXgCoAEC,MyPersonalPizza,Who came here to make sure it came to 1 billion ?,2016-01-09T01:24:37Z,6201,neutral
Major Lazer &amp; DJ Snake - Lean On (feat. MØ) (Official Music Video),Major Lazer Official,Ugxqsqhtqiv_aZh3sLF4AaABAg,Help me to reach 10k subs with 1 video,"My girlfriend said this song sucked, now she's single.",2020-08-26T13:30:00Z,624,negative
Major Lazer &amp; DJ Snake - Lean On (feat. MØ) (Official Music Video),Major Lazer Official,UgyMxjy64LGmmbd6exR4AaABAg,Ronak Bhadarka,When your legs take social distancing seriously.,2020-09-01T07:46:58Z,144,neutral
Major Lazer &amp; DJ Snake - Lean On (feat. MØ) (Official Music Video),Major Lazer Official,UgyIw4za2SZ-xHVUx3N4AaABAg,Sarthak Gupta,This song will never ever be old.,2020-09-06T15:12:15Z,6,positive
Major Lazer &amp; DJ Snake - Lean On (feat. MØ) (Official Music Video),Major Lazer Official,UgyWza7VqndQAwR-Rc54AaABAg,Almahee Saad,imagine walking on the streets and seeing some crazy people dancing on top of a bus,2020-09-07T10:20:01Z,3,negative
Major Lazer &amp; DJ Snake - Lean On (feat. MØ) (Official Music Video),Major Lazer Official,UghqLK-Bn_LhzHgCoAEC,GONTH,Love this soo much,2015-04-07T01:00:01Z,2568,positive
Major Lazer &amp; DJ Snake - Lean On (feat. MØ) (Official Music Video),Major Lazer Official,UgjBPYhRMqMEVngCoAEC,Trap City,love this tune,2015-03-23T08:45:18Z,4012,positive
Major Lazer &amp; DJ Snake - Lean On (feat. MØ) (Official Music Video),Major Lazer Official,UgzOB86dGw33u4goMdh4AaABAg,26 saksham 9C,"As an Indian myself, I can confirm that this is how bus tours happen in my country",2020-09-08T06:20:19Z,2,negative
Major Lazer &amp; DJ Snake - Lean On (feat. MØ) (Official Music Video),Major Lazer Official,Ugya_MU7-Z4o0vEOZe94AaABAg,Meharun Mim,All the comments are years old am I the only one legendary person who came here after this year !!,2020-09-08T13:56:41Z,2,neutral
Major Lazer &amp; DJ Snake - Lean On (feat. MØ) (Official Music Video),Major Lazer Official,UghPaYTn0rwAoXgCoAEC,tomiatoe,she dances like mirandasings... i love it.,2015-08-25T08:03:28Z,1378,positive
Major Lazer &amp; DJ Snake - Lean On (feat. MØ) (Official Music Video),Major Lazer Official,Ugyv0QbTpBwaUv6B9XZ4AaABAg,Siva Teja Sri .A,When your legs take social distancing seriously,2020-08-24T17:38:26Z,113,neutral
Major Lazer &amp; DJ Snake - Lean On (feat. MØ) (Official Music Video),Major Lazer Official,Ugzv_ZqHW4CwlSW-T5R4AaABAg,mazi baso,Only people who knows major lazer before fortnite can like this,2019-08-23T18:55:03Z,50334,positive
Major Lazer &amp; DJ Snake - Lean On (feat. MØ) (Official Music Video),Major Lazer Official,UgzK4Ng949UD6PuJOR94AaABAg,Davros Darlek,There are so many parodies about this in Polish I didn't even realise this was actually in English,2020-09-06T17:24:24Z,1,neutral
Major Lazer &amp; DJ Snake - Lean On (feat. MØ) (Official Music Video),Major Lazer Official,Ugidyd_tzm9wSXgCoAEC,Samantha Potter,I can't quit listening! Love this song!,2015-06-15T00:21:03Z,2827,positive
Major Lazer &amp; DJ Snake - Lean On (feat. MØ) (Official Music Video),Major Lazer Official,UgyyQF3L7e3uHJCdSXt4AaABAg,Ринат Салихаров,the most top music so many years have passed but I listen,2020-09-05T14:30:59Z,3,positive
Major Lazer &amp; DJ Snake - Lean On (feat. MØ) (Official Music Video),Major Lazer Official,UgxywzMFmQHA3vKSUpV4AaABAg,Kindly help me to reach 50K subscribers with videos,I pray who ever reads this becomes successful...,2020-08-28T14:00:43Z,45,positive
Major Lazer &amp; DJ Snake - Lean On (feat. MØ) (Official Music Video),Major Lazer Official,UgyYXpSQ-1u7fdnN_g54AaABAg,RAJA RATNA,Tell me honestly. This isn't recommended we searched for it,2020-08-25T16:43:40Z,65,negative
Major Lazer &amp; DJ Snake - Lean On (feat. MØ) (Official Music Video),Major Lazer Official,Ugw9ogda_t91enAVvMR4AaABAg,fluffy penguin,If Your trying to learn how to dance like that you're a LEGEND,2020-08-27T17:07:32Z,62,positive
